Potra	Potri	AT_best_hit	AT_Gene_Names	AT_description
Potra2n2c6200	Potri.002G027100	AT4G16310	ATLDL3	ATLDL3
Potra2n2c6199	Potri.002G027200	AT1G19910	ATAVA-P2	ATAVA-P2
Potra2n7c16510	Potri.002G027200	AT1G19910	ATAVA-P2	ATAVA-P2
Potra2n2c6198	Potri.002G027300	AT4G24160	None	AT4G24160
Potra2n2c6197	Potri.002G027400	AT1G75640	ATMUS	ATMUS
Potra2n2c6195	Potri.002G027600	AT2G21300	None	AT2G21300
Potra2n2c6194	Potri.002G027800	AT1G25360	ATOTP90	ATOTP90
Potra2n2c6193	Potri.002G027900	AT2G32450	None	AT2G32450
Potra2n2c6192	Potri.002G028000	None	None	None
Potra2n5c10741	Potri.002G028000	None	None	None
Potra2n2c6190	Potri.002G028200	AT1G75540	ATBBX21	ATBBX21
Potra2n2c6188	Potri.002G028300	AT3G54350	ATemb1967	ATemb1967
Potra2n2c6187	Potri.002G028400	AT3G54340	ATAP3	ATAP3
Potra2n2c6186	Potri.002G028500	AT1G75520	ATSRS5	ATSRS5
Potra2n2c6184	Potri.002G028600	AT2G21410	ATVHA-A2	ATVHA-A2
Potra2n2c6183	Potri.002G028700	AT4G16190	ATRD19C	ATRD19C
Potra2n2c6182	Potri.002G028900	AT1G75510	None	AT1G75510
Potra2n2c6181	Potri.002G029100	AT1G75500	ATWAT1	ATWAT1
Potra2n2c6180	Potri.002G029200	AT2G02040	ATNPF8.3	ATNPF8.3
Potra2n2c6179	Potri.002G029300	AT2G16430	ATPAP10	ATPAP10
Potra2n2c6178	Potri.002G029400	AT1G75490	None	AT1G75490
Potra2n5c10757	Potri.002G029600	AT1G07615	ATOBG A-1	ATOBG A-1
Potra2n2c6176	Potri.002G029700	AT1G06060	None	AT1G06060
Potra2n282s35194	Potri.002G029800	AT1G09850	ATXBCP3	ATXBCP3
Potra2n6c15365	Potri.002G029800	AT1G09850	ATXBCP3	ATXBCP3
Potra2n2c6175	Potri.002G029800	None	None	None
Potra2n2c6174	Potri.002G029900	AT1G75460	None	AT1G75460
Potra2n2c6173	Potri.002G030000	None	None	None
Potra2n2c6169	Potri.002G030200	AT1G19720	None	AT1G19720
Potra2n2c6171	Potri.002G030200	AT1G19720	None	AT1G19720
Potra2n2c6168	Potri.002G030500	AT1G75450	ATCKX5	ATCKX5
Potra2n2c6166	Potri.002G030900	AT1G75430	ATBLH11	ATBLH11
Potra2n2c6165	Potri.002G031000	AT1G75410	ATBLH3	ATBLH3
Potra2n2c6164	Potri.002G031100	AT5G57960	ATHFLX	ATHFLX
Potra2n2c6163	Potri.002G031200	AT1G44970	ATPRX9	ATPRX9
Potra2n2c6162	Potri.002G031300	AT1G75420	None	AT1G75420
Potra2n2c6161	Potri.002G031400	AT1G45000	ATRPT4B	ATRPT4B
Potra2n2c6160	Potri.002G031500	AT1G19690	None	AT1G19690
Potra2n2c6159	Potri.002G031600	AT1G75400	None	AT1G75400
Potra2n2c6158	Potri.002G031700	AT2G04520	None	AT2G04520
Potra2n2c6157	Potri.002G031800	AT1G04940	ATTic20-I	ATTic20-I
Potra2n2c6156	Potri.002G031900	AT1G75390	ATbZIP44	ATbZIP44
Potra2n2c6154	Potri.002G032100	AT1G59580	ATMPK2	ATMPK2
Potra2n2c6153	Potri.002G032200	AT1G27620	None	AT1G27620
Potra2n5c10779	Potri.002G032200	AT1G27620	None	AT1G27620
Potra2n2c6152	Potri.002G032300	AT5G45190	None	AT5G45190
Potra2n2c6150	Potri.002G032400	AT1G27660	ATPFA5	ATPFA5
Potra2n5c10781	Potri.002G032500	AT1G75380	ATBBD1	ATBBD1
Potra2n2c6148	Potri.002G032600	AT2G21520	None	AT2G21520
Potra2n2c6149	Potri.002G032700	AT3G50930	ATBCS1	ATBCS1
Potra2n2c6147	Potri.002G032800	AT3G05920	ATHMP24	ATHMP24
Potra2n2c6146	Potri.002G032900	AT1G22100	None	AT1G22100
Potra2n2c6145	Potri.002G033000	AT1G19630	ATCYP722A1	ATCYP722A1
Potra2n5c10785	Potri.002G033000	AT1G19630	ATCYP722A1	ATCYP722A1
Potra2n2c6144	Potri.002G033100	AT1G75360	None	AT1G75360
Potra2n2c6143	Potri.002G033300	AT1G75350	ATemb2184	ATemb2184
Potra2n5c10788	Potri.002G033300	AT1G75350	ATemb2184	ATemb2184
Potra2n2c6142	Potri.002G033400	AT1G27680	ATAPL2	ATAPL2
Potra2n2c6141	Potri.002G033600	AT5G42800	ATDFR	ATDFR
Potra2n2c6139	Potri.002G033800	AT1G75310	None	AT1G75310
Potra2n2c6138	Potri.002G033900	AT5G42790	ATPAF1	ATPAF1
Potra2n2c6137	Potri.002G034000	AT1G19600	None	AT1G19600
Potra2n2c6136	Potri.002G034100	AT1G19580	ATGAMMA CA1	ATGAMMA CA1
Potra2n2c6135	Potri.002G034200	AT2G21600	ATRER1B	ATRER1B
Potra2n2c6134	Potri.002G034300	None	None	None
Potra2n2c6133	Potri.002G034400	AT1G75280	None	AT1G75280
Potra2n5c10798	Potri.002G034400	AT1G75280	None	AT1G75280
Potra2n2c6132	Potri.002G034500	AT1G19530	ATRGAT1	ATRGAT1
Potra2n2c6131	Potri.002G034600	AT1G47270	ATTLP6	ATTLP6
Potra2n2c6130	Potri.002G034700	AT1G75260	None	AT1G75260
Potra2n2c6128	Potri.002G035000	AT1G75250	ATRL6	ATRL6
Potra2n2c6127	Potri.002G035100	None	None	None
Potra2n2c6126	Potri.002G035200	AT2G18350	ATHB24	ATHB24
Potra2n2c6125	Potri.002G035300	AT1G75230	None	AT1G75230
Potra2n2c6124	Potri.002G035500	AT2G20430	ATRIC6	ATRIC6
Potra2n2c6123	Potri.002G035600	AT2G33470	ATGLTP1	ATGLTP1
Potra2n2c6122	Potri.002G035700	AT4G27090	ATRPL14B	ATRPL14B
Potra2n5c10814	Potri.002G035700	AT4G27090	ATRPL14B	ATRPL14B
Potra2n2c6121	Potri.002G035800	AT5G28850	None	AT5G28850
Potra2n2c6120	Potri.002G035900	AT1G03950	ATVPS2.3	ATVPS2.3
Potra2n5c10816	Potri.002G035900	AT1G03950	ATVPS2.3	ATVPS2.3
Potra2n2c6119	Potri.002G036000	AT4G28540	ATCKL6	ATCKL6
Potra2n2c6117	Potri.002G036100	AT3G54220	ATSCR	ATSCR
Potra2n2c6116	Potri.002G036200	AT1G03920	ATNDR2	ATNDR2
Potra2n2c6115	Potri.002G036300	AT1G03905	ATABCI19	ATABCI19
Potra2n2c6113	Potri.002G036500	AT2G20490	ATNOP10	ATNOP10
Potra2n2c6112	Potri.002G036600	AT4G21150	ATHAP6	ATHAP6
Potra2n2c6111	Potri.002G036800	AT1G04430	None	AT1G04430
Potra2n2c6110	Potri.002G036900	AT2G20495	None	AT2G20495
Potra2n2c6109	Potri.002G037100	AT4G28530	ATNoneC074	ATNoneC074
Potra2n2c6108	Potri.002G037300	AT1G08620	ATJMJ16	ATJMJ16
Potra2n2c6107	Potri.002G037400	AT3G54690	ATSETH3	ATSETH3
Potra2n2c6106	Potri.002G037500	AT2G31160	ATLSH3	ATLSH3
Potra2n2c6105	Potri.002G037700	AT3G54790	ATPUB3	ATPUB3
Potra2n2c6104	Potri.002G037800	AT1G06190	None	AT1G06190
Potra2n5c10832	Potri.002G037800	AT1G06190	None	AT1G06190
Potra2n2c6102	Potri.002G037900	AT2G31140	ATIMP2	ATIMP2
Potra2n2c6101	Potri.002G038000	AT1G06210	ATTOL2	ATTOL2
Potra2n2c6100	Potri.002G038200	AT2G20515	None	AT2G20515
Potra2n2c6099	Potri.002G038300	AT2G36070	ATTIM44-2	ATTIM44-2
Potra2n2c6096	Potri.002G038400	None	None	None
Potra2n2c6095	Potri.002G038500	AT2G31180	ATMYB14	ATMYB14
Potra2n2c6093	Potri.002G038800	AT2G31200	ATADF6	ATADF6
Potra2n2c6092	Potri.002G038900	AT2G38940	ATPHT1;4	ATPHT1;4
Potra2n2c6091	Potri.002G039000	AT3G23240	ATERF1	ATERF1
Potra2n2c6090	Potri.002G039100	AT3G23240	ATERF1	ATERF1
Potra2n2c6089	Potri.002G039200	AT3G23230	ATTDR1	ATTDR1
Potra2n2c6088	Potri.002G039300	AT3G23220	ATESE1	ATESE1
Potra2n5c10853	Potri.002G039300	AT3G23230	ATTDR1	ATTDR1
Potra2n2c6087	Potri.002G039500	AT5G24530	ATDMR6	ATDMR6
Potra2n2c6086	Potri.002G039700	AT5G43420	ATL16	ATL16
Potra2n2c6085	Potri.002G039800	AT2G31240	None	AT2G31240
Potra2n2c6084	Potri.002G039900	AT2G31260	ATAPG9	ATAPG9
Potra2n2c6083	Potri.002G040100	AT2G31270	ATCDT1A	ATCDT1A
Potra2n2c6082	Potri.002G040200	AT1G44800	ATSIAR1	ATSIAR1
Potra2n5c10859	Potri.002G040200	AT4G08300	ATUMAMIT17	ATUMAMIT17
Potra2n2c6081	Potri.002G040401	None	None	None
Potra2n2c6080	Potri.002G040600	AT1G06150	ATEMB1444	ATEMB1444
Potra2n2c6079	Potri.002G040700	AT1G06620	None	AT1G06620
Potra2n17c30761	Potri.002G040700	None	None	None
Potra2n2c6078	Potri.002G040900	AT4G14420	None	AT4G14420
Potra2n2c6076	Potri.002G041100	AT3G58190	ATLBD29	ATLBD29
Potra2n2c6075	Potri.002G041200	AT2G42430	ATLBD16	ATLBD16
Potra2n2c6074	Potri.002G041300	AT2G31320	ATPARP1	ATPARP1
Potra2n2c6073	Potri.002G041400	AT3G58180	None	AT3G58180
Potra2n787s36764	Potri.002G041400	AT3G58180	None	AT3G58180
Potra2n787s36762	Potri.002G041600	AT3G53820	None	AT3G53820
Potra2n2c6070	Potri.002G041700	AT2G42410	None	AT2G42410
Potra2n2c6065	Potri.002G041800	AT1G54560	ATXIE	ATXIE
Potra2n2c6071	Potri.002G041800	AT3G58160	ATXIJ	ATXIJ
Potra2n2c6066	Potri.002G041900	AT4G03030	None	AT4G03030
Potra2n2c6068	Potri.002G042000	AT4G16430	ATJAM3	ATJAM3
Potra2n2c6069	Potri.002G042100	AT5G63450	None	AT5G63450
Potra2n2c6064	Potri.002G042200	AT5G63450	None	AT5G63450
Potra2n2c6062	Potri.002G042300	AT4G23160	None	AT4G23160
Potra2n2c6061	Potri.002G042500	AT2G30690	ATMYOB4	ATMYOB4
Potra2n2c6060	Potri.002G042600	AT4G19540	ATINDH	ATINDH
Potra2n2c6059	Potri.002G042700	AT1G06730	ATPNK1	ATPNK1
Potra2n2c6057	Potri.002G043000	AT1G06750	None	AT1G06750
Potra2n2c6056	Potri.002G043100	AT2G30620	ATH1.2	ATH1.2
Potra2n13c25922	Potri.002G043200	AT1G04270	ATRPS15	ATRPS15
Potra2n2c6055	Potri.002G043200	AT1G04270	ATRPS15	ATRPS15
Potra2n5c10883	Potri.002G043200	AT1G04270	ATRPS15	ATRPS15
Potra2n5c12365	Potri.002G043200	AT1G04270	ATRPS15	ATRPS15
Potra2n2c6054	Potri.002G043300	AT5G44210	ATERF9	ATERF9
Potra2n2c6053	Potri.002G043500	AT2G30590	ATWRKY21	ATWRKY21
Potra2n2c6052	Potri.002G043600	AT3G49100	None	AT3G49100
Potra2n2c6051	Potri.002G043800	AT1G55190	ATPRA7	ATPRA7
Potra2n2c6050	Potri.002G044000	AT1G08770	ATPRA1.E	ATPRA1.E
Potra2n2c6049	Potri.002G044100	AT2G30580	ATDRIP2	ATDRIP2
Potra2n2c6047	Potri.002G044400	None	None	None
Potra2n2c6046	Potri.002G044500	AT1G06790	ATNRPC7	ATNRPC7
Potra2n2c6044	Potri.002G044700	AT1G06800	ATPLA-I{gamma}1	ATPLA-I{gamma}1
Potra2n2c6043	Potri.002G044800	AT3G54650	ATFBL17	ATFBL17
Potra2n2c6042	Potri.002G044900	AT4G14550	None	AT4G14550
Potra2n2c6041	Potri.002G045000	AT5G43700	ATAUX2-11	ATAUX2-11
Potra2n2c6040	Potri.002G045100	AT1G47720	ATOSB1	ATOSB1
Potra2n2c6039	Potri.002G045200	AT4G02580	None	AT4G02580
Potra2n2c6038	Potri.002G045400	AT4G02590	ATUNE12	ATUNE12
Potra2n2c6037	Potri.002G045500	AT5G43680	ATMTTATB	ATMTTATB
Potra2n2c6036	Potri.002G045700	AT3G54640	ATTSA1	ATTSA1
Potra2n2c6035	Potri.002G045800	AT4G02640	ATBZO2H1	ATBZO2H1
Potra2n2c6034	Potri.002G045900	AT3G54610	ATHAG1	ATHAG1
Potra2n2c6033	Potri.002G046000	AT2G38840	ATGBPL2	ATGBPL2
Potra2n2c6031	Potri.002G046200	AT2G38830	None	AT2G38830
Potra2n2c6029	Potri.002G046300	AT3G22970	None	AT3G22970
Potra2n2c6026	Potri.002G046500	AT1G03055	ATD27	ATD27
Potra2n2c6025	Potri.002G046700	AT3G63430	ATTRM5	ATTRM5
Potra2n2c6024	Potri.002G046800	AT5G20030	None	AT5G20030
Potra2n2c6023	Potri.002G046900	AT3G63420	None	AT3G63420
Potra2n2c6020	Potri.002G047100	AT3G63410	ATAPG1	ATAPG1
Potra2n2c6019	Potri.002G047200	AT3G63400	None	AT3G63400
Potra2n2c6018	Potri.002G047300	AT3G22930	ATCML11	ATCML11
Potra2n2c6017	Potri.002G047400	AT3G63390	None	AT3G63390
Potra2n2c6016	Potri.002G047500	AT3G63380	ATACA12	ATACA12
Potra2n2c6013	Potri.002G047700	AT1G03060	ATSPI	ATSPI
Potra2n2c6012	Potri.002G047750	None	None	None
Potra2n2c6011	Potri.002G047800	AT5G19840	None	AT5G19840
Potra2n2c6010	Potri.002G048000	AT4G02670	None	AT4G02670
Potra2n2c6007	Potri.002G048200	AT3G22830	ATHSFA6B	ATHSFA6B
Potra2n2c6005	Potri.002G048300	AT4G02680	ATEOL1	ATEOL1
Potra2n2c6004	Potri.002G048500	AT4G14720	None	AT4G14720
Potra2n2c6003	Potri.002G048666	AT3G18670	None	AT3G18670
Potra2n2c6002	Potri.002G049000	AT1G03070	ATLFG4	ATLFG4
Potra2n2c6001	Potri.002G049200	AT3G63300	ATFKD1	ATFKD1
Potra2n2c6000	Potri.002G049400	AT3G04810	ATNEK2	ATNEK2
Potra2n2c5999	Potri.002G049500	AT3G51895	None	AT3G51895
Potra2n2c5997	Potri.002G049600	AT1G03080	ATNET1D	ATNET1D
Potra2n2c5995	Potri.002G049700	AT3G22750	None	AT3G22750
Potra2n2c5994	Potri.002G049800	AT3G63250	ATHMT2	ATHMT2
Potra2n2c5993	Potri.002G049900	AT5G26110	None	AT5G26110
Potra2n2c5991	Potri.002G050000	AT3G63240	None	AT3G63240
Potra2n2c5989	Potri.002G050100	None	None	None
Potra2n2c5988	Potri.002G050200	AT2G48140	ATEDA4	ATEDA4
Potra2n2c5987	Potri.002G050300	AT4G14815	ATLTPG26	ATLTPG26
Potra2n2c5986	Potri.002G050400	AT4G14815	ATLTPG26	ATLTPG26
Potra2n2c5985	Potri.002G050500	AT4G14815	ATLTPG26	ATLTPG26
Potra2n2c5984	Potri.002G050600	AT3G63220	None	AT3G63220
Potra2n2c5983	Potri.002G050700	AT1G03110	ATTRM82	ATTRM82
Potra2n2c5982	Potri.002G050800	AT3G22550	ATFLZ8	ATFLZ8
Potra2n2c5981	Potri.002G050900	AT4G02715	None	AT4G02715
Potra2n2c5980	Potri.002G051100	AT3G22530	None	AT3G22530
Potra2n2c5979	Potri.002G051200	AT4G14860	ATOFP11	ATOFP11
Potra2n2c5978	Potri.002G051300	AT1G22780	ATPFL	ATPFL
Potra2n2c5977	Potri.002G051400	AT5G36740	None	AT5G36740
Potra2n2c5975	Potri.002G051600	AT5G28150	None	AT5G28150
Potra2n2c5974	Potri.002G051700	AT4G02725	None	AT4G02725
Potra2n2c5973	Potri.002G051800	AT4G02740	None	AT4G02740
Potra2n5c10967	Potri.002G051800	AT4G02740	None	AT4G02740
Potra2n2c5971	Potri.002G052000	AT1G03150	ATNoneA20	ATNoneA20
Potra2n2c5970	Potri.002G052100	AT4G02780	ATGA1	ATGA1
Potra2n2c5969	Potri.002G052200	AT3G63170	ATFAP1	ATFAP1
Potra2n2c5968	Potri.002G052300	AT3G22380	ATTIC	ATTIC
Potra2n2c5965	Potri.002G052400	AT3G63190	ATRRF	ATRRF
Potra2n2c5964	Potri.002G052500	AT5G26330	None	AT5G26330
Potra2n2c5962	Potri.002G052600	AT3G63200	ATPLP9	ATPLP9
Potra2n2c5960	Potri.002G052700	AT5G19330	ATARIA	ATARIA
Potra2n2c5957	Potri.002G052800	AT3G63120	ATCYCP1;1	ATCYCP1;1
Potra2n2c5956	Potri.002G052900	AT5G19320	ATRANGAP2	ATRANGAP2
Potra2n2c5955	Potri.002G053000	AT3G63140	ATCSP41A	ATCSP41A
Potra2n2c5954	Potri.002G053100	AT4G02800	ATMADA1	ATMADA1
Potra2n2c5953	Potri.002G053200	None	None	None
Potra2n2c5950	Potri.002G053700	AT4G02830	None	AT4G02830
Potra2n2c5947	Potri.002G053900	AT2G31530	ATSCY2	ATSCY2
Potra2n2c5946	Potri.002G054000	AT1G03190	ATUVH6	ATUVH6
Potra2n2c5945	Potri.002G054100	AT4G09820	ATTT8	ATTT8
Potra2n2c5944	Potri.002G054300	AT5G46600	None	AT5G46600
Potra2n2c5942	Potri.002G054400	AT3G06080	ATTBL10	ATTBL10
Potra2n5c10990	Potri.002G054400	AT3G06080	ATTBL10	ATTBL10
Potra2n2c5941	Potri.002G054500	AT2G27310	None	AT2G27310
Potra2n2c5939	Potri.002G054700	AT3G52420	ATOEP7	ATOEP7
Potra2n2c5937	Potri.002G054800	AT3G07590	ATSMD1A	ATSMD1A
Potra2n5c10994	Potri.002G054800	AT3G07590	ATSMD1A	ATSMD1A
Potra2n2c5935	Potri.002G054900	AT1G03220	ATSAP2	ATSAP2
Potra2n2c5934	Potri.002G055000	AT1G30330	ATARF6	ATARF6
Potra2n2c5933	Potri.002G055100	AT3G59030	ATTT12	ATTT12
Potra2n2c5932	Potri.002G055200	AT2G43040	ATNPG1	ATNPG1
Potra2n2c5931	Potri.002G055300	AT2G43020	ATPAO2	ATPAO2
Potra2n2c5930	Potri.002G055400	AT3G59060	ATPIL6	ATPIL6
Potra2n5c10998	Potri.002G055400	AT3G59060	ATPIL6	ATPIL6
Potra2n2c5929	Potri.002G055500	AT1G06690	None	AT1G06690
Potra2n2c5928	Potri.002G055533	None	None	None
Potra2n2c5927	Potri.002G055566	None	None	None
Potra2n2c5926	Potri.002G055600	AT3G10260	ATRTNLB8	ATRTNLB8
Potra2n2c5925	Potri.002G055700	AT1G06680	ATPSBP-1	ATPSBP-1
Potra2n2c5924	Potri.002G055800	AT5G08560	ATWDR26	ATWDR26
Potra2n2c5919	Potri.002G056200	AT2G32060	ATES12Y	ATES12Y
Potra2n2c5918	Potri.002G056300	AT1G03600	ATPSB27	ATPSB27
Potra2n2c5917	Potri.002G056400	None	None	None
Potra2n2c5915	Potri.002G056500	AT5G45110	ATNPR3	ATNPR3
Potra2n2c5914	Potri.002G056600	AT4G19645	None	AT4G19645
Potra2n2c5913	Potri.002G056700	AT2G40260	ATMYS2	ATMYS2
Potra2n5c11013	Potri.002G056700	AT2G40260	ATMYS2	ATMYS2
Potra2n2c5911	Potri.002G056800	AT5G17230	ATPSY	ATPSY
Potra2n2c5910	Potri.002G057000	AT1G06660	ATJASON	ATJASON
Potra2n2c5909	Potri.002G057100	AT4G39235	None	AT4G39235
Potra2n2c5907	Potri.002G057200	AT2G43000	ATNoneC042	ATNoneC042
Potra2n2c5908	Potri.002G057200	AT2G43000	ATNoneC042	ATNoneC042
Potra2n2c5906	Potri.002G057300	AT2G30880	ATSWAP70	ATSWAP70
Potra2n2c5905	Potri.002G057400	AT1G06570	ATPDS1	ATPDS1
Potra2n5c11022	Potri.002G057400	AT1G06570	ATPDS1	ATPDS1
Potra2n2c5904	Potri.002G057500	AT1G56150	ATSAUR71	ATSAUR71
Potra2n2c5903	Potri.002G057600	AT2G34480	ATRPL18AB	ATRPL18AB
Potra2n2c5902	Potri.002G057700	AT1G06550	None	AT1G06550
Potra2n2c5901	Potri.002G057800	AT2G38020	ATVCL1	ATVCL1
Potra2n2c5900	Potri.002G057900	AT2G30890	None	AT2G30890
Potra2n2c5899	Potri.002G058000	AT2G42975	None	AT2G42975
Potra2n2c5898	Potri.002G058100	AT5G50890	ATPRLIP8	ATPRLIP8
Potra2n2c5897	Potri.002G058300	AT1G67930	ATCOG5	ATCOG5
Potra2n2c5895	Potri.002G058500	AT3G59090	ATCAND3	ATCAND3
Potra2n2c5894	Potri.002G058700	AT1G06490	ATCalS7	ATCalS7
Potra2n2c5893	Potri.002G058800	AT1G06500	ATPSA2	ATPSA2
Potra2n2c5892	Potri.002G059000	AT3G59110	None	AT3G59110
Potra2n2c5891	Potri.002G059100	AT1G29860	ATWRKY71	ATWRKY71
Potra2n2c5888	Potri.002G059200	AT5G46370	ATKCO2	ATKCO2
Potra2n2c5887	Potri.002G059300	AT4G18150	None	AT4G18150
Potra2n2c5886	Potri.002G059400	AT2G42940	ATAHL16	ATAHL16
Potra2n2c5884	Potri.002G059600	AT2G30933	None	AT2G30933
Potra2n2c5882	Potri.002G059700	AT2G42910	ATPRS4	ATPRS4
Potra2n2c5881	Potri.002G059800	AT1G29400	ATML5	ATML5
Potra2n2c5880	Potri.002G059900	AT2G42880	ATMPK20	ATMPK20
Potra2n2c5879	Potri.002G060100	AT3G58850	ATPAR2	ATPAR2
Potra2n2c5878	Potri.002G060200	AT1G06530	ATPMD2	ATPMD2
Potra2n2c5877	Potri.002G060300	None	None	None
Potra2n2c5876	Potri.002G060400	AT4G14130	ATXTH15	ATXTH15
Potra2n2c5875	Potri.002G060500	AT4G14130	ATXTH15	ATXTH15
Potra2n2c5874	Potri.002G060600	AT3G58830	None	AT3G58830
Potra2n5c11058	Potri.002G060600	AT3G58830	None	AT3G58830
Potra2n2c5873	Potri.002G060700	AT2G42850	ATCYP718	ATCYP718
Potra2n5c11059	Potri.002G060700	AT2G42850	ATCYP718	ATCYP718
Potra2n2c5872	Potri.002G060800	AT2G42840	ATPDF1	ATPDF1
Potra2n2c5871	Potri.002G060900	AT5G09970	ATCYP78A7	ATCYP78A7
Potra2n2c5870	Potri.002G061000	AT1G71810	None	AT1G71810
Potra2n2c5869	Potri.002G061100	AT2G21940	ATSK1	ATSK1
Potra2n2c5868	Potri.002G061200	AT1G71800	ATCSTF64	ATCSTF64
Potra2n2c5867	Potri.002G061300	AT1G34190	ATNoneC017	ATNoneC017
Potra2n2c5866	Potri.002G061400	AT1G69640	ATSBH1	ATSBH1
Potra2n2c5865	Potri.002G061500	AT4G02450	ATP23-1	ATP23-1
Potra2n2c5864	Potri.002G061600	AT1G34150	ATTRUA3	ATTRUA3
Potra2n5c11071	Potri.002G061600	AT1G34150	ATTRUA3	ATTRUA3
Potra2n2c5863	Potri.002G061900	AT1G79500	AtkdsA1	AtkdsA1
Potra2n2c5862	Potri.002G062000	AT2G24840	ATAGL61	ATAGL61
Potra2n2c5861	Potri.002G062100	AT5G36120	ATCCB3	ATCCB3
Potra2n2c5860	Potri.002G062200	AT5G18400	ATDRE2	ATDRE2
Potra2n2c5859	Potri.002G062300	AT1G71780	None	AT1G71780
Potra2n2c5858	Potri.002G062400	AT1G22740	ATRABG3B	ATRABG3B
Potra2n2c5857	Potri.002G062500	AT1G31340	ATRUB1	ATRUB1
Potra2n5c11079	Potri.002G062500	AT1G31340	ATRUB1	ATRUB1
Potra2n2c5856	Potri.002G062600	None	None	None
Potra2n2c5855	Potri.002G062700	AT1G22760	ATPAB3	ATPAB3
Potra2n2c5854	Potri.002G062800	AT1G71760	None	AT1G71760
Potra2n5c11082	Potri.002G062800	None	None	None
Potra2n2c5853	Potri.002G062900	AT1G71750	ATHGPT	ATHGPT
Potra2n2c5852	Potri.002G063100	AT1G71730	None	AT1G71730
Potra2n2c5851	Potri.002G063300	AT1G34110	ATRGI5	ATRGI5
Potra2n2c5849	Potri.002G063400	AT1G71720	ATPDE338	ATPDE338
Potra2n2c5848	Potri.002G063500	AT1G71710	None	AT1G71710
Potra2n2c5847	Potri.002G063700	AT4G09760	ATCEK3	ATCEK3
Potra2n2c5846	Potri.002G063800	AT1G34060	ATTAR4	ATTAR4
Potra2n2c5845	Potri.002G064000	AT1G34060	ATTAR4	ATTAR4
Potra2n2c5844	Potri.002G064101	AT1G71696	ATSOL1	ATSOL1
Potra2n2c5843	Potri.002G064300	AT1G29420	None	AT1G29420
Potra2n2c5842	Potri.002G064400	AT1G22770	ATGI	ATGI
Potra2n2c5841	Potri.002G064700	AT4G09810	ATURGT5	ATURGT5
Potra2n2c5840	Potri.002G064800	AT4G09830	None	AT4G09830
Potra2n2c5838	Potri.002G064900	AT1G22790	None	AT1G22790
Potra2n5c11100	Potri.002G065000	AT1G34000	ATOHP2	ATOHP2
Potra2n2c5837	Potri.002G065100	AT1G53050	None	AT1G53050
Potra2n5c11104	Potri.002G065100	AT5G50860	None	AT5G50860
Potra2n2c5835	Potri.002G065200	AT4G09890	None	AT4G09890
Potra2n2c5834	Potri.002G065300	AT1G71695	None	AT1G71695
Potra2n2c5833	Potri.002G065400	AT5G42440	None	AT5G42440
Potra2n2c5832	Potri.002G065500	AT4G24630	None	AT4G24630
Potra2n2c5831	Potri.002G065600	AT5G50080	None	AT5G50080
Potra2n2c5829	Potri.002G065700	AT2G21790	ATRNR1	ATRNR1
Potra2n2c5828	Potri.002G065800	AT1G43130	ATLCV2	ATLCV2
Potra2n2c5827	Potri.002G066000	AT1G43190	ATPTB3	ATPTB3
Potra2n2c5826	Potri.002G066100	AT1G76010	ATALBA1	ATALBA1
Potra2n2c5825	Potri.002G066200	AT1G43170	ATRP1	ATRP1
Potra2n2c5824	Potri.002G066300	None	None	None
Potra2n2c5820	Potri.002G066800	AT1G76760	ATTY1	ATTY1
Potra2n571s36010	Potri.002G066800	AT1G76760	ATTY1	ATTY1
Potra2n2c5819	Potri.002G066900	AT1G43580	None	AT1G43580
Potra2n571s36005	Potri.002G066900	AT1G43580	None	AT1G43580
Potra2n571s36006	Potri.002G067000	None	None	None
Potra2n2c5818	Potri.002G067100	AT1G43620	ATUGT80B1	ATUGT80B1
Potra2n15c28895	Potri.002G067200	AT2G01050	None	AT2G01050
Potra2n2c5817	Potri.002G067300	AT1G20180	None	AT1G20180
Potra2n2c5816	Potri.002G067400	AT5G44080	None	AT5G44080
Potra2n2c5815	Potri.002G067500	None	None	None
Potra2n2c5814	Potri.002G067600	AT1G21090	None	AT1G21090
Potra2n2c5813	Potri.002G067700	None	None	None
Potra2n2c5810	Potri.002G067800	AT1G74450	ATROH1D	ATROH1D
Potra2n2c5811	Potri.002G067800	AT1G74450	ATROH1D	ATROH1D
Potra2n2c5807	Potri.002G067900	None	None	None
Potra2n5c11132	Potri.002G067900	None	None	None
Potra2n2c5805	Potri.002G068200	AT1G25280	ATTLP10	ATTLP10
Potra2n2c5804	Potri.002G068300	AT1G43650	ATUMAMIT22	ATUMAMIT22
Potra2n2c5802	Potri.002G068400	AT1G76880	ATDF1	ATDF1
Potra2n2c5801	Potri.002G068450	None	None	None
Potra2n6c14680	Potri.002G068500	None	None	None
Potra2n2c5800	Potri.002G068600	AT1G76880	ATDF1	ATDF1
Potra2n2c5798	Potri.002G068700	AT1G21200	None	AT1G21200
Potra2n2c5797	Potri.002G068800	AT1G76860	ATLSM3B	ATLSM3B
Potra2n2c5796	Potri.002G068900	AT1G21170	None	AT1G21170
Potra2n2c5795	Potri.002G069000	AT1G43670	ATFBP	ATFBP
Potra2n2c5794	Potri.002G069100	AT1G43690	None	AT1G43690
Potra2n2c5792	Potri.002G069200	AT1G15120	None	AT1G15120
Potra2n2c5791	Potri.002G069301	AT1G15120	None	AT1G15120
