X,baseMean,log2FoldChange,padj,timepoint,level in KNO3,description,kegg_description,atg_description,go_description,pfam_description,t_factor
Potra2n5c11320,252.7222828,5.185249616,4.46E-06,KNO3_2h_vs_KCL_2h,Upregulated,sp|Q9ZRP7|SLD1_ARATH Delta(8)-fatty-acid desaturase 1 OS=Arabidopsis thaliana OX=3702 GN=SLD1 PE=1 SV=1,0,AT1G37130-nitrate reductase 2 nitrate reductase 2,GO:0043546-molybdopterin cofactor binding;GO:0050464-nitrate reductase (NADPH) activity;GO:0020037-heme binding;GO:0030151-molybdenum ion binding;GO:0042128-nitrate assimilation;GO:0006809-nitric oxide biosynthetic process;GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,PF00174-Oxidoreductase molybdopterin binding domain;PF00173-Cytochrome b5-like Heme/Steroid binding domain;PF03404-Mo-co oxidoreductase dimerisation domain;PF00175-Oxidoreductase NAD-binding domain;PF00970-Oxidoreductase FAD-binding domain,No
Potra2n4c10189,353.0006698,5.188761533,1.08E-102,KNO3_2h_vs_KCL_2h,Upregulated,"sp|P23101|XYLZ_PSEPU Toluate 1,2-dioxygenase electron transfer component OS=Pseudomonas putida OX=303 GN=xylZ PE=3 SV=1",0,AT2G27510-ferredoxin 3 ferredoxin 3,"GO:0051536-iron-sulfur cluster binding;GO:0022900-electron transport chain;GO:0051537-2 iron, 2 sulfur cluster binding;GO:0009055-electron transfer activity",PF00111-2Fe-2S iron-sulfur cluster binding domain,No
Potra2n15c28441,129.2207291,6.0111224,1.84E-16,KNO3_2h_vs_KCL_2h,Upregulated,sp|Q7XK12|NAR22_ORYSJ Probable high-affinity nitrate transporter-activating protein 2.2 OS=Oryza sativa subsp. japonica OX=39947 GN=NAR2.2 PE=2 SV=1,0,AT5G50200-nitrate transmembrane transporter nitrate transmembrane transporter,GO:0010167-response to nitrate;GO:0015706-nitrate transport,PF16974-High-affinity nitrate transporter accessory,No
Potra2n15c28440,167.9282388,6.201183852,2.27E-22,KNO3_2h_vs_KCL_2h,Upregulated,sp|Q7XK12|NAR22_ORYSJ Probable high-affinity nitrate transporter-activating protein 2.2 OS=Oryza sativa subsp. japonica OX=39947 GN=NAR2.2 PE=2 SV=1,0,AT5G50200-nitrate transmembrane transporter nitrate transmembrane transporter,GO:0010167-response to nitrate;GO:0015706-nitrate transport,PF16974-High-affinity nitrate transporter accessory,No
Potra2n10c22200,1060.961453,-2.506513783,0.002659801,KNO3_8h_vs_KCL_8h,Downregulated,sp|P05326|IPNS_EMENI Isopenicillin N synthase OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=ipnA PE=1 SV=1,0,AT3G21420-2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,PF03171-2OG-Fe(II) oxygenase superfamily;PF14226-non-haem dioxygenase in morphine synthesis N-terminal,No
Potra2n14c26863,36.86669281,-2.504163469,0.014894976,KNO3_8h_vs_KCL_8h,Downregulated,sp|O82198|LBD9_ARATH LOB domain-containing protein 9 OS=Arabidopsis thaliana OX=3702 GN=LBD9 PE=2 SV=1,0,AT2G45410-LOB domain-containing protein 19 LOB domain-containing protein 19,0,PF03195-Lateral organ boundaries (LOB) domain,AS2-LOB
Potra2n10c20603,283.5168012,-2.40644352,0.031179632,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT2G16050-Cysteine/Histidine-rich C1 domain family protein Cysteine/Histidine-rich C1 domain family protein,0,0,PHD
Potra2n10c20602,398.0952214,-2.332036966,0.043532719,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT2G16050-Cysteine/Histidine-rich C1 domain family protein Cysteine/Histidine-rich C1 domain family protein,0,0,No
Potra2n17c31708,1120.952365,-2.302771492,0.027112283,KNO3_8h_vs_KCL_8h,Downregulated,"sp|Q7XZP5|APX5_ARATH L-ascorbate peroxidase 5, peroxisomal OS=Arabidopsis thaliana OX=3702 GN=APX5 PE=1 SV=2",1.11.1.7,AT1G05260-Peroxidase superfamily protein Peroxidase superfamily protein,GO:0042744-hydrogen peroxide catabolic process;GO:0055114-oxidation-reduction process;GO:0004601-peroxidase activity;GO:0020037-heme binding;GO:0006979-response to oxidative stress,PF00141-Peroxidase,No
Potra2n1c3716,99.31120359,-2.282685525,0.039045768,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9ZVQ3|GSTZ1_ARATH Glutathione S-transferase Z1 OS=Arabidopsis thaliana OX=3702 GN=GSTZ1 PE=1 SV=1,0,AT1G78340-glutathione S-transferase TAU 22 glutathione S-transferase TAU 22,GO:0005515-protein binding,"PF02798-Glutathione S-transferase, N-terminal domain",No
Potra2n1c2577,45.07236642,-2.250924292,0.005161245,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9LX85|ZAT8_ARATH Zinc finger protein ZAT8 OS=Arabidopsis thaliana OX=3702 GN=ZAT8 PE=2 SV=1,0,AT1G27730-salt tolerance zinc finger salt tolerance zinc finger,GO:0003676-nucleic acid binding,PF13912-C2H2-type zinc finger;PF13912-C2H2-type zinc finger,C2H2
Potra2n5c10826,110.6116519,-2.24920302,0.022790297,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q5PP28|NAC3_ARATH NAC domain-containing protein 3 OS=Arabidopsis thaliana OX=3702 GN=NAC003 PE=2 SV=1,0,AT4G28530-NAC domain containing protein 74 NAC domain containing protein 74,"GO:0006355-regulation of transcription, DNA-templated;GO:0003677-DNA binding",PF02365-No apical meristem (NAM) protein,NAM
Potra2n6c13197,40.78822357,-2.141142713,0.044940489,KNO3_8h_vs_KCL_8h,Downregulated,"sp|Q9BYV7|BCDO2_HUMAN Beta,beta-carotene 9',10'-oxygenase OS=Homo sapiens OX=9606 GN=BCO2 PE=1 SV=5",0,AT3G63520-carotenoid cleavage dioxygenase 1 carotenoid cleavage dioxygenase 1,"GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;GO:0055114-oxidation-reduction process",PF03055-Retinal pigment epithelial membrane protein,No
Potra2n6c15063,111.7945479,-2.105296241,0.003881824,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q720M2|Y1216_LISMF Putative ABC transporter ATP-binding protein LMOf2365_1216 OS=Listeria monocytogenes serotype 4b (strain F2365) OX=265669 GN=LMOf2365_1216 PE=3 SV=1,0,AT3G21250-multidrug resistance-associated protein 6 multidrug resistance-associated protein 6,"GO:0055085-transmembrane transport;GO:0016021-integral component of membrane;GO:0016887-ATPase activity;GO:0005524-ATP binding;GO:0042626-ATPase activity, coupled to transmembrane movement of substances",PF00005-ABC transporter;PF00664-ABC transporter transmembrane region;PF00664-ABC transporter transmembrane region;PF00005-ABC transporter,No
Potra2n15c28995,35.98507043,-2.019907022,0.031309224,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q0VTB6|ZNUC_ALCBS Zinc import ATP-binding protein ZnuC OS=Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2) OX=393595 GN=znuC PE=3 SV=1,0,AT3G59140-multidrug resistance-associated protein 14 multidrug resistance-associated protein 14,"GO:0016887-ATPase activity;GO:0016021-integral component of membrane;GO:0042626-ATPase activity, coupled to transmembrane movement of substances;GO:0005524-ATP binding;GO:0055085-transmembrane transport",PF00005-ABC transporter;PF00005-ABC transporter;PF00664-ABC transporter transmembrane region;PF00664-ABC transporter transmembrane region,No
Potra2n19c33630,199.0875254,-2.018929768,0.016106174,KNO3_8h_vs_KCL_8h,Downregulated,sp|P31826|YDDA_ECOLI Inner membrane ABC transporter ATP-binding protein YddA OS=Escherichia coli (strain K12) OX=83333 GN=yddA PE=1 SV=2,0,AT1G71960-ATP-binding casette family G25 ATP-binding casette family G25,GO:0016020-membrane;GO:0016887-ATPase activity;GO:0005524-ATP binding,PF01061-ABC-2 type transporter;PF00005-ABC transporter,No
Potra2n8c17135,58.63900111,-1.995242459,0.031581666,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9SYJ2|GPAT3_ARATH Probable glycerol-3-phosphate acyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=GPAT3 PE=2 SV=1,0,AT3G11430-glycerol-3-phosphate acyltransferase 5 glycerol-3-phosphate acyltransferase 5,"GO:0016746-transferase activity, transferring acyl groups",PF01553-Acyltransferase;PF12710-haloacid dehalogenase-like hydrolase,No
Potra2n1c1212,1971.61705,-1.974279832,0.036054054,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,0,0,0,No
Potra2n10c22127,439.0654536,-1.820881639,0.02250241,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9P380|PTR2_SCHPO Probable peptide transporter ptr2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ptr2 PE=1 SV=1,0,AT1G69870-nitrate transporter 1.7 nitrate transporter 1.7,GO:0022857-transmembrane transporter activity;GO:0016020-membrane;GO:0055085-transmembrane transport,PF00854-POT family,No
Potra2n8c17168,121.8457707,-1.819619834,0.047463566,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,0,0,0,No
Potra2n7c16179,57.10317239,-1.807367481,0.043762737,KNO3_8h_vs_KCL_8h,Downregulated,sp|O78501|YCF36_GUITH Uncharacterized protein ycf36 OS=Guillardia theta OX=55529 GN=ycf36 PE=3 SV=1,0,AT5G67370-DUF1230 family protein (DUF1230) DUF1230 family protein (DUF1230),0,PF06799-Conserved in the green lineage and diatoms 27,No
Potra2n1c1484,327.8538046,-1.804939031,0.043673651,KNO3_8h_vs_KCL_8h,Downregulated,sp|B1ZB18|RUTD_METPB Putative aminoacrylate hydrolase RutD OS=Methylorubrum populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001) OX=441620 GN=rutD PE=3 SV=1,0,AT1G17430-alpha/beta-Hydrolases superfamily protein alpha/beta-Hydrolases superfamily protein,0,PF12697-Alpha/beta hydrolase family,No
Potra2n11c22566,62.95021584,-1.770337774,0.043745529,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9C999|PILS2_ARATH Protein PIN-LIKES 2 OS=Arabidopsis thaliana OX=3702 GN=PILS2 PE=2 SV=1,0,AT1G76520-Auxin efflux carrier family protein Auxin efflux carrier family protein,GO:0016021-integral component of membrane;GO:0055085-transmembrane transport,PF03547-Membrane transport protein,No
Potra2n154s34742,129.8834388,-1.744011809,0.012315738,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT5G12950-proline-tRNA ligase (DUF1680) proline-tRNA ligase (DUF1680),GO:0003824-catalytic activity;GO:0046556-alpha-L-arabinofuranosidase activity;GO:0046373-L-arabinose metabolic process,"PF07944-Beta-L-arabinofuranosidase, GH127;PF07944-Beta-L-arabinofuranosidase, GH127",No
Potra2n1c1591,182.7159044,-1.733380285,0.035987855,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT1G52330-Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0,PF03168-Late embryogenesis abundant protein,No
Potra2n3c6694,42.94299052,-1.731321415,0.042080811,KNO3_8h_vs_KCL_8h,Downregulated,sp|F4JCX9|LNK2_ARATH Protein LNK2 OS=Arabidopsis thaliana OX=3702 GN=LNK2 PE=1 SV=1,0,AT3G54500-agglutinin-like protein agglutinin-like protein,"GO:0006355-regulation of transcription, DNA-templated;GO:0007623-circadian rhythm",0,No
Potra2n5c11696,109.7300625,-1.686374948,0.000706777,KNO3_8h_vs_KCL_8h,Downregulated,sp|P30612|CP52P_CANTR Cytochrome P450 52C1 OS=Candida tropicalis OX=5482 GN=CYP52C1 PE=2 SV=1,0,AT3G50660-Cytochrome P450 superfamily protein Cytochrome P450 superfamily protein,"GO:0005506-iron ion binding;GO:0016705-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0055114-oxidation-reduction process;GO:0020037-heme binding",PF00067-Cytochrome P450,No
Potra2n4c8834,268.5683716,-1.679989165,0.030632291,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q3E912|DMP10_ARATH Protein DMP10 OS=Arabidopsis thaliana OX=3702 GN=DMP10 PE=2 SV=1,0,"AT4G18425-transmembrane protein, putative (DUF679) transmembrane protein, putative (DUF679)",0,PF05078-Protein of unknown function (DUF679),No
Potra2n10c20512,87.08853728,-1.674567085,0.022790297,KNO3_8h_vs_KCL_8h,Downregulated,sp|P33916|YEJF_ECOLI Uncharacterized ABC transporter ATP-binding protein YejF OS=Escherichia coli (strain K12) OX=83333 GN=yejF PE=1 SV=1,0,AT5G13580-ABC-2 type transporter family protein ABC-2 type transporter family protein,GO:0016020-membrane;GO:0016887-ATPase activity;GO:0005524-ATP binding,PF01061-ABC-2 type transporter;PF00005-ABC transporter,No
Potra2n1c478,192.3692834,-1.65852182,0.004399094,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT1G27290-transmembrane protein transmembrane protein,0,0,No
Potra2n3c6614,304.8812114,-1.65130869,0.02596363,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT5G12950-proline-tRNA ligase (DUF1680) proline-tRNA ligase (DUF1680),GO:0003824-catalytic activity,"PF07944-Beta-L-arabinofuranosidase, GH127;PF07944-Beta-L-arabinofuranosidase, GH127",No
Potra2n2c4050,28.79630333,-1.598985945,0.02215946,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,0,0,0,No
Potra2n18c32873,2736.76686,-1.597128188,0.042080811,KNO3_8h_vs_KCL_8h,Downregulated,"sp|Q52008|LSDX3_SPHPI Lignostilbene-alpha,beta-dioxygenase isozyme III OS=Sphingomonas paucimobilis OX=13689 GN=lsdB PE=1 SV=1",0,AT4G32810-carotenoid cleavage dioxygenase 8 carotenoid cleavage dioxygenase 8,"GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;GO:0055114-oxidation-reduction process",PF03055-Retinal pigment epithelial membrane protein,No
Potra2n8c16935,49.22156307,-1.567699802,0.026651625,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9XIP2|OTU6_ARATH OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 6 OS=Arabidopsis thaliana OX=3702 GN=OTU6 PE=1 SV=2,0,AT5G04250-Cysteine proteinases superfamily protein Cysteine proteinases superfamily protein,0,PF02338-OTU-like cysteine protease,No
Potra2n4c9690,769.4555187,-1.531504779,0.049218243,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q93XX5|Y5713_ARATH PI-PLC X domain-containing protein At5g67130 OS=Arabidopsis thaliana OX=3702 GN=At5g67130 PE=1 SV=1,0,AT1G49740-PLC-like phosphodiesterases superfamily protein PLC-like phosphodiesterases superfamily protein,GO:0006629-lipid metabolic process;GO:0008081-phosphoric diester hydrolase activity,0,No
Potra2n819s36800,61.44826597,-1.521492719,0.009766106,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q39117|TGT2_ARATH Trihelix transcription factor GT-2 OS=Arabidopsis thaliana OX=3702 GN=GT-2 PE=2 SV=1,0,AT5G03680-Duplicated homeodomain-like superfamily protein Duplicated homeodomain-like superfamily protein,0,PF13837-Myb/SANT-like DNA-binding domain,No
Potra2n3c6613,101.532089,-1.513765613,0.023088244,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT5G12950-proline-tRNA ligase (DUF1680) proline-tRNA ligase (DUF1680),GO:0003824-catalytic activity;GO:0046556-alpha-L-arabinofuranosidase activity;GO:0046373-L-arabinose metabolic process,"PF07944-Beta-L-arabinofuranosidase, GH127",No
Potra2n15c28518,506.6109585,-1.513540584,0.024017652,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT5G62960-UDP-N-acetylglucosamine-N-acetylmuramyl-pyrophosphoryl-undecaprenol N-acetylglucosamine protein UDP-N-acetylglucosamine-N-acetylmuramyl-pyrophosphoryl-undecaprenol N-acetylglucosamine protein,0,0,No
Potra2n1c3711,68.88820037,-1.505795455,0.026583694,KNO3_8h_vs_KCL_8h,Downregulated,sp|P81124|GSTO_APLCA Probable glutathione transferase (Fragment) OS=Aplysia californica OX=6500 PE=1 SV=1,0,AT1G17180-glutathione S-transferase TAU 25 glutathione S-transferase TAU 25,GO:0005515-protein binding,"PF02798-Glutathione S-transferase, N-terminal domain;PF13410-Glutathione S-transferase, C-terminal domain",No
Potra2n4c10098,768.602563,-1.493593438,0.012140504,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q8LA14|PSK6_ARATH Putative phytosulfokines 6 OS=Arabidopsis thaliana OX=3702 GN=PSK6 PE=2 SV=2,0,AT3G44735-PHYTOSULFOKINE 3 PRECURSOR PHYTOSULFOKINE 3 PRECURSOR,GO:0005576-extracellular region;GO:0008083-growth factor activity;GO:0008283-cell proliferation,PF06404-Phytosulfokine precursor protein (PSK),No
Potra2n1c3955,223.5650823,-1.475904899,0.027797705,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9DE67|LUM_COTJA Lumican OS=Coturnix japonica OX=93934 GN=LUM PE=2 SV=1,0,AT4G26540-Leucine-rich repeat receptor-like protein kinase family protein Leucine-rich repeat receptor-like protein kinase family protein,GO:0005524-ATP binding;GO:0005515-protein binding,PF13855-Leucine rich repeat;PF13855-Leucine rich repeat;PF13855-Leucine rich repeat;PF08263-Leucine rich repeat N-terminal domain,No
Potra2n4c8435,184.0490408,-1.431567917,0.042197479,KNO3_8h_vs_KCL_8h,Downregulated,sp|D7PHZ1|VRTI_PENAE Oxidoreductase vrtI OS=Penicillium aethiopicum OX=36650 GN=vrtI PE=1 SV=1,0,AT1G05010-ethylene-forming enzyme ethylene-forming enzyme,GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,PF03171-2OG-Fe(II) oxygenase superfamily,No
Potra2n377s35475,22.79449876,-1.418918989,0.035653641,KNO3_8h_vs_KCL_8h,Downregulated,sp|B4LXW1|SUR8_DROVI Leucine-rich repeat protein soc-2 homolog OS=Drosophila virilis OX=7244 GN=Sur-8 PE=3 SV=1,0,AT1G50180-NB-ARC domain-containing disease resistance protein NB-ARC domain-containing disease resistance protein,GO:0043531-ADP binding,PF00931-NB-ARC domain;PF18052-Rx N-terminal domain,No
Potra2n6c13323,3632.538836,-1.418030863,0.010959324,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q7XIZ1|GRXC9_ORYSJ Glutaredoxin-C9 OS=Oryza sativa subsp. japonica OX=39947 GN=GRXC9 PE=3 SV=1,0,AT4G33040-Thioredoxin superfamily protein Thioredoxin superfamily protein,GO:0045454-cell redox homeostasis;GO:0015035-protein disulfide oxidoreductase activity;GO:0009055-electron transfer activity,0,No
Potra2n4c10281,449.3906389,-1.399192023,0.01276384,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,0,0,0,No
Potra2n3c6981,1902.456554,-1.386131756,0.015337511,KNO3_8h_vs_KCL_8h,Downregulated,sp|P0DKL1|SAU50_HELAN Auxin-responsive protein SAUR50 OS=Helianthus annuus OX=4232 PE=3 SV=1,0,AT5G50760-SAUR-like auxin-responsive protein family SAUR-like auxin-responsive protein family,GO:0009733-response to auxin,PF02519-Auxin responsive protein,No
Potra2n16c30119,127.586398,-1.383907415,0.02596363,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q67ZW1|HIP27_ARATH Heavy metal-associated isoprenylated plant protein 27 OS=Arabidopsis thaliana OX=3702 GN=HIPP27 PE=1 SV=1,0,AT5G03380-Heavy metal transport/detoxification superfamily protein Heavy metal transport/detoxification superfamily protein,GO:0046872-metal ion binding;GO:0030001-metal ion transport,PF00403-Heavy-metal-associated domain;PF00403-Heavy-metal-associated domain,No
Potra2n4c9643,622.2696252,-1.365619216,0.021960619,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q4PD66|CCPR2_USTMA Putative heme-binding peroxidase OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=CCP2 PE=3 SV=1,1.11.1.7,AT4G33420-Peroxidase superfamily protein Peroxidase superfamily protein,GO:0042744-hydrogen peroxide catabolic process;GO:0055114-oxidation-reduction process;GO:0004601-peroxidase activity;GO:0020037-heme binding;GO:0006979-response to oxidative stress,PF00141-Peroxidase,No
Potra2n495s35812,84.51888008,-1.361372523,0.024198259,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q8T683|ABCG9_DICDI ABC transporter G family member 9 OS=Dictyostelium discoideum OX=44689 GN=abcG9 PE=3 SV=1,0,AT1G71960-ATP-binding casette family G25 ATP-binding casette family G25,GO:0016020-membrane,PF01061-ABC-2 type transporter,No
Potra2n17c31070,21.83950176,-1.354631568,0.023088244,KNO3_8h_vs_KCL_8h,Downregulated,None available,0,AT1G21280-Copia-like polyprotein/retrotransposon Copia-like polyprotein/retrotransposon,0,PF14223-gag-polypeptide of LTR copia-type;PF14244-gag-polypeptide of LTR copia-type,CCHC(Zn)
Potra2n4c9733,2096.885341,-1.335792747,0.001206887,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q6BIB1|CCPR2_DEBHA Putative heme-binding peroxidase OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) OX=284592 GN=DEHA2G12166g PE=3 SV=3,1.11.1.7,AT1G49570-Peroxidase superfamily protein Peroxidase superfamily protein,GO:0020037-heme binding;GO:0042744-hydrogen peroxide catabolic process;GO:0004601-peroxidase activity;GO:0055114-oxidation-reduction process;GO:0006979-response to oxidative stress,PF00141-Peroxidase,No
Potra2n1c2838,108.20974,-1.305521401,0.0460049,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9LIS1|CR26L_ARATH Protein ECERIFERUM 26-like OS=Arabidopsis thaliana OX=3702 GN=CER26L PE=2 SV=1,0,AT5G41040-HXXXD-type acyl-transferase family protein HXXXD-type acyl-transferase family protein,"GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups",PF02458-Transferase family,No
Potra2n3c8098,454.4883927,-1.302105415,0.01609153,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q8LD98|NHL6_ARATH NDR1/HIN1-like protein 6 OS=Arabidopsis thaliana OX=3702 GN=NHL6 PE=1 SV=1,0,AT1G17620-Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0,PF03168-Late embryogenesis abundant protein,No
Potra2n5c10888,72.34990501,-1.301986915,0.022790297,KNO3_8h_vs_KCL_8h,Downregulated,sp|F4IZW8|AVT1F_ARATH Amino acid transporter AVT1F OS=Arabidopsis thaliana OX=3702 GN=AVT1F PE=3 SV=1,0,AT1G08230-Transmembrane amino acid transporter family protein Transmembrane amino acid transporter family protein,0,PF01490-Transmembrane amino acid transporter protein,No
Potra2n3c7330,83.66837003,-1.282332984,0.039983043,KNO3_8h_vs_KCL_8h,Downregulated,sp|Q9SRE5|Y1666_ARATH Uncharacterized protein At1g76660 OS=Arabidopsis thaliana OX=3702 GN=At1g76660 PE=2 SV=1,0,AT5G52430-hydroxyproline-rich glycoprotein family protein hydroxyproline-rich glycoprotein family protein,0,0,No
